Title,Time,Artist,Album,Genre,Plays
The Greatest,3:35,FUTURISTIC,The Rise,Hip-Hop/Rap,4
The Greatest,3:31,Sia,This Is Acting (Deluxe Version),Pop,5
Greenback Boogie (Suits Main Title Edit),0:32,Ima Robot,Suits (Original Television Soundtrack),Soundtrack,4
Gucci Gang,2:05,Lil Pump,Gucci Gang - Single,Hip-Hop/Rap,14
Gul,3:37,Anuv Jain,Gul - Single,Singer/Songwriter,
Gulabi,3:51,Jigar Saraiya & Priya Saraiya,Shuddh Desi Romance (Original Motion Pictures Soundtrack),Bollywood,
Gulabi Aankhen,3:18,Sanam,Universally SANAM - EP,Indian Pop,18
Gulabo (feat. D-0),5:07,"Arpit Bala, A.O.D. & Bhappa",Gulabo (feat. D-0) - Single,Hip-Hop/Rap,84
Guldasta (feat. Athem Oski),3:58,Karun & Baajewala,Qabool Hai (Deluxe),Alternative Rap,
Gumshudaa King,2:58,The roar,Gumshudaa King - Single,Pop,64
Gur Nalo Ishq Mitha - The Yoyo Remake,3:32,Yo Yo Honey Singh & Malkit Singh,Gur Nalo Ishq Mitha - The Yoyo Remake - Single,Indian Pop,17
Gur Nalon Ishq Mitha (feat. Malkit Singh),11:43,Bally Sagoo,Dance Connection - The Compilation,World,
Gustakhiyan,2:33,The Landers,Gustakhiyan - Single,Worldwide,122
Gutt Ch Paranda (feat. Sobha & Deep Sandhu),3:50,Preet Sandhu,Gutt Ch Paranda (feat. Sobha & Deep Sandhu) - Single,R&B/Soul,41
"Haan Main Galat (From ""Love Aaj Kal"")",3:39,"Pritam, Arijit Singh & Shashwat Singh","Haan Main Galat (From ""Love Aaj Kal"") - Single",Bollywood,1
Haareya,3:36,Arijit Singh,Meri Pyaari Bindu (Original Motion Picture Soundtrack) - EP,Bollywood,6
Haawa Haawa,5:40,Mohit Chauhan,Rockstar (Original Motion Picture Soundtrack),Bollywood,
Haaye Oye (feat. Ash King),3:20,QARAN,Haaye Oye (feat. Ash King) - Single,Indian Pop,25
Hai Apna Dil To Aawara,3:21,SANAM,Rewind With Sanam,Indian Pop,1
Hai Junoon,5:32,KK,New York (Original Motion Picture Soundtrack),Bollywood,1
Hai Rama,6:47,Hariharan & Swarnalatha,Rangeela (Original Motion Picture Soundtrack),Bollywood,3
Halka Halka,4:07,Sunidhi Chauhan & Divya Kumar,Fanney Khan (Original Motion Picture Soundtrack) - EP,Bollywood,
Hall of Fame,3:23,The Script,#3 (Deluxe Version),Pop,2
Hamari Adhuri Kahani (Title Track),6:39,Jeet Gannguli & Arijit Singh,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Bollywood,1
Hand Over Hand,5:51,Roland Faunte,Sewing Kit,Alternative,3
Hans Mat Pagli,5:17,Sonu Nigam & Shreya Ghoshal,Soulful Sonu Nigam Specials,Bollywood,5
Happier,3:34,Marshmello & Bastille,Happier - Single,Dance,2
Happy B'Day,3:05,"Sachin Sanghvi, Jigar Saraiya, Varun Dhavan & D Soldierz",ABCD 2 (Original Motion Picture Soundtrack),Bollywood,2
"Har Funn Maula (From ""Koi Jaane Na"")",4:07,"Tanishk Bagchi, Vishal Dadlani & Zara Khan","Har Funn Maula (From ""Koi Jaane Na"") - Single",Bollywood,5
"Har Kisi Ko (From ""Boss)",5:37,Arijit Singh & Neeti Mohan,Love Dose Arijit Singh,Bollywood,7
Hard Feelings,3:00,Miquela,Hard Feelings - Single,Pop,
Harlem Shuffle,2:48,Bob & Earl,Frat Party - Soul Music Edition (Rerecorded Version),R&B/Soul,1
Harlem Shuffle (Alternate Take),3:10,The Foundations,Baby Now That I've Found You,Pop,
Harmonious,4:50,Pav Dharia,Solo,Punjabi Pop,
Hasi (Female Version),3:12,Ami Mishra & Shreya Ghoshal,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Bollywood,9
"Hauli Hauli (From ""De De Pyaar De"")",3:29,"Garry Sandhu, Neha Kakkar, Mellow D & Tanishk Bagchi","Hauli Hauli (From ""De De Pyaar De"") - Single",Bollywood,46
Havana (feat. Young Thug),3:37,Camila Cabello,Camila,Pop,9
Hawa Banke,2:52,Darshan Raval,Hawa Banke - Single,Indian,158
Hawa Hawai,4:52,Suman Sridhar,Shaitan (Original Motion Picture Soundtrack),Bollywood,
"Hawayein (From ""Jab Harry Met Sejal"")",4:50,Pritam & Arijit Singh,"Hawayein (From ""Jab Harry Met Sejal"") - Single",Bollywood,7
HEARTBREAK ANNIVERSARY,3:18,GIVĒON,TAKE TIME,R&B/Soul,13
Heartless,3:31,Kanye West,808s & Heartbreak,Hip-Hop/Rap,
Heat Waves,3:59,Glass Animals,Dreamland,Alternative,1
Heathens,3:16,twenty one pilots,Suicide Squad: The Album,Alternative,
Heather,3:18,Conan Gray,Kid Krow,Pop,143
Heer Ranjha,4:22,Bhuvan Bam,Heer Ranjha - Single,Indian Pop,24
Heeriye,5:05,Deep Money & Neha Bhasin,Race 3 (Original Motion Picture Soundtrack),Bollywood,3
Heeriye,3:15,"Karun, Udbhav & toorjo dey",Heeriye - Single,Indian,24
Help Me Help You (feat. Why Don't We),2:33,Logan Paul,Help Me Help You (feat. Why Don't We) - Single,Pop,1
Hero,4:24,Enrique Iglesias,Greatest Hits,Pop,
Hey Shona,5:19,"Vishal & Shekhar, Shaan & Sunidhi Chauhan",Ta Ra Rum Pum (Original Motion Picture Soundtrack),Bollywood,1
High End,2:57,Diljit Dosanjh,Con.Fi.Den.Tial,Indian Pop,3
High Heels Te Nachche,3:32,"Meet Bros, Yo Yo Honey Singh, Jaz Dhami & Aditi Singh Sharma",Ki & Ka (Original Motion Picture Soundtrack),Bollywood,1
High Rated Gabru,3:34,Guru Randhawa & Manj Musik,High Rated Gabru - Single,Indian Pop,2
"High Rated Gabru (From ""High Rated Gabru"")",3:34,Guru Randhawa,Best of Guru Randhawa,Indian Pop,11
High School (feat. Lil Wayne),3:39,Nicki Minaj,Pink Friday: Roman Reloaded the Re-Up,Hip-Hop/Rap,1
The Hills,4:02,The Weeknd,Beauty Behind the Madness,R&B/Soul,2
Hips Don't Lie (feat. Wyclef Jean),3:38,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Pop,2
Hocus Pocus,6:43,Focus,Moving Waves,Rock,
"Hocus Pocus (Baby Driver Mix) [From ""Baby Driver""]",2:39,Focus,"Hocus Pocus (Baby Driver Mix) [From ""Baby Driver""] - Single",Rock,
Hoga Tumse Pyara Kaun (The Unwind Mix),3:51,Shriram Iyer,Bollywood Unwind 2,Bollywood,
Homicide (feat. Eminem),4:05,Logic,Confessions of a Dangerous Mind,Hip-Hop/Rap,
"Honey, I'm Good.",3:19,Andy Grammer,Magazines Or Novels (Deluxe Edition),Pop,
"Hookah Bar (From ""Khiladi 786"")",4:14,"Himesh Reshammiya, Vineet Singh & Aaman Trikha",Best of Akshay Kumar,Bollywood,1
Hornn Blow,2:26,Harrdy Sandhu & B. Praak,Hornn Blow - Single,Indian Pop,11
Hostel,5:23,Sharry Maan & Mista Baaz,Hostel - Single,Indian Pop,75
hot girl bummer,3:08,blackbear,everything means nothing,Pop,
Hotel California,6:31,Eagles,Hotel California,Rock,2
Hothon Se Chhu Lo Tum,4:54,Jagjit Singh,Prem Geet (Original Soundtrack),Bollywood,
Hothon Se Chhu Lo Tum (The Unwind Mix),3:15,Mohammed Irfan,Bollywood Unwind 2,Bollywood,8
Hotline Bling,4:27,Drake,Views,Hip-Hop/Rap,27
How You Like That,3:01,BLACKPINK,How You Like That - Single,K-Pop,7
Hulara,3:34,J Star,Hulara - Single,Indian Pop,10
Hum Nahi Sudhrenge,5:03,Armaan Malik,Golmaal Again!!! (Original Motion Picture Soundtrack),Bollywood,
Hum Tum,5:29,Alka Yagnik & Babul Supriyo,Hum Tum (Original Motion Picture Soundtrack),Bollywood,
HUMBLE.,2:57,Kendrick Lamar,DAMN.,Hip-Hop/Rap,
Humdard,4:21,Arijit Singh,Ek Villain (Original Motion Picture Soundtrack),Bollywood,11
Humko Humise Chura Lo,7:53,Lata Mangeshkar & Udit Narayan,Mohabbatein (Original Motion Picture Soundtrack),Bollywood,
The Humma Song,3:00,"A. R. Rahman, Badshah, Tanishk Bagchi, Shashaa Tirupati & Jubin Nautiyal",OK Jaanu (Original Motion Picture Soundtrack),Bollywood,5
Humnava,5:29,Mithoon & Papon,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Bollywood,48
"Humraah (From ""Malang - Unleash the Madness"")",5:00,Sachet Tandon & The Fusion Project,"Humraah (From ""Malang - Unleash the Madness"") - Single",Bollywood,9
Humsafar,4:28,Akhil Sachdeva & Mansheel Gujral,Badrinath Ki Dulhania (Original Motion Picture Soundtrack),Bollywood,20
Hymn for the Weekend,4:19,Coldplay,A Head Full of Dreams,Alternative,2
I Don't Care,3:40,Ed Sheeran & Justin Bieber,No.6 Collaborations Project,Pop,22
"i hate u, i love u (feat. Olivia O'Brien)",3:47,Garrett Nash,"i hate u, i love u (feat. Olivia O’Brien) - Single",Alternative,1
I Like Me Better,3:17,Lauv,I Like Me Better - Single,Pop,24
I Like You (A Happier Song) [feat. Doja Cat],3:13,Post Malone,Twelve Carat Toothache,Hip-Hop/Rap,
I Love It,2:08,Kanye West & Lil Pump,I Love It - Single,Hip-Hop/Rap,
I Love You,3:37,Akull,I Love You - Single,Indian Pop,17
I Need a Doctor (feat. Eminem & Skylar Grey),4:44,Dr. Dre,I Need a Doctor (feat. Eminem & Skylar Grey)  - Single,Hip-Hop/Rap,
I Swear,4:20,All-4-One,All-4-One,Pop,16
I Swear,3:32,Garry Sandhu,I Swear - Single,Punjabi Pop,24
I Want It That Way,3:33,Backstreet Boys,Millennium,Pop,2
I Want To Break Free,4:19,Queen,The Platinum Collection,Rock,9
I'm a Sucker for You,3:00,DJ Saamzi,I'm a Sucker for You - Single,Pop,7
I'm Yours,4:03,Jason Mraz,We Sing. We Dance. We Steal Things,Pop,10
Ice Ice Baby,4:31,Vanilla Ice,To the Extreme,Hip-Hop/Rap,2
Icy (feat. Thorii),3:13,ZZ,Icy (feat. Thorii) - Single,Rap,17
idfc,4:05,blackbear,deadroses,R&B/Soul,
idontwannabeyouanymore,3:24,Billie Eilish,dont smile at me,Alternative,3
Ijazat,4:18,Falak,Falak - The E.P,Punjabi Pop,53
Ijazat,4:49,Meet Bros & Arijit Singh,One Night Stand (Original Motion Picture Soundtrack),Bollywood,22
"Ijazat (From ""One Night Stand"")",4:49,Arijit Singh & Meet Bros,Love Forever With Arijit Singh,Bollywood,8
Ik Mulaqaat,4:08,Palak Muchhal & Altamash Faridi,Dream Girl (Original Motion Picture Soundtrack),Bollywood,11
Ik Tera,2:41,Maninder Buttar,Ik Tera - Single,Punjabi Pop,240
Ik Vaari Aa,4:35,Arijit Singh,Raabta (Original Motion Picture Soundtrack),Bollywood,1
Ikk Kudi,4:07,Shahid Mallya,Udta Punjab (Original Motion Picture Soundtrack),Bollywood,13
Ilahi,3:49,Arijit Singh,Yeh Jawaani Hai Deewani (Original Motion Picture Soundtrack),Bollywood,2
Illegal Weapon (feat. Jasmine Sandlas),3:50,Garry Sandhu,Illegal Weapon (feat. Jasmine Sandlas) - Single,Punjabi Pop,91
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",3:09,"Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi & Intense","Illegal Weapon 2.0 (From ""Street Dancer 3D"") - Single",Bollywood,15
ily (i love you baby) [feat. Emilee],2:57,Surf Mesa,ily (i love you baby) [feat. Emilee] - Single,Dance,67
Imma Be,4:18,Black Eyed Peas,The Beginning & The Best of the E.N.D. (Mega-Deluxe Version),Pop,
In da Club,3:13,50 Cent,Get Rich or Die Tryin',Hip-Hop/Rap,12
In Da Getto,2:11,J Balvin & Skrillex,In Da Getto - Single,Urbano latino,
In My Feelings,3:38,Drake,Scorpion,Hip-Hop/Rap,11
INDUSTRY BABY,3:32,Lil Nas X & Jack Harlow,INDUSTRY BABY - Single,Hip-Hop/Rap,4
"Inhi Logon Ne (From ""Pakeezah"")",3:43,Lata Mangeshkar,Timeless,World,
Insane,3:26,"AP Dhillon, Shinda Kahlon, Gurinder Gill & Gminxr",Insane - Single,Pop,42
Insane,2:50,Post Malone,Twelve Carat Toothache,Hip-Hop/Rap,
Intentions (feat. Quavo),3:33,Justin Bieber,Changes,Pop,3
Intermission,2:30,Blur,Intermission - Single,Pop,
Intro el Father Perra Palga Rkt,3:36,Luciano DJ,Intro el Father Perra Palga Rkt - Single,Latin,
Iraaday,2:13,Rovalio & Abdul Hannan,Iraaday - Single,Pop,42
Ishare Tere,3:09,Guru Randhawa & Dhvani Bhanushali,Ishare Tere - Single,Punjabi Pop,44
Ishkii,3:42,,,,37
Ishq Bulaava,5:04,"Vishal & Shekhar, Sanam Puri & Shipra Goyal",Hasee Toh Phasee (Original Motion Picture Soundtrack),Bollywood,5
Ishq Di Baajiyaan,4:47,Shankar-Ehsaan-Loy & Diljit Dosanjh,Soorma (Original Motion Picture Soundtrack),Bollywood,6
Ishq Mubarak,4:57,Arijit Singh,Tum Bin 2 (Original Motion Picture Soundtrack),Bollywood,1
Issey Kehte Hain Hip Hop (feat. Lil Golu),3:14,Yo Yo Honey Singh,Issey Kehte Hain Hip Hop (feat. Lil Golu) - Single,Worldwide,2
Issues,2:56,Julia Michaels,Issues - Single,Pop,11
It Wasn't Me (feat. Ricardo Ducent) [feat. Ricardo Ducent],3:48,Shaggy,The Boombastic Collection - Best of Shaggy,Reggae,12
Itni Si Baat Hain,4:55,"Pritam, Arijit Singh & Antara Mitra",Azhar (Original Motion Picture Soundtrack),Bollywood,11
"Itni Si Baat Hain (From ""Azhar"")",4:55,Arijit Singh & Antara Mitra,Best of Arijit Singh,Bollywood,7
Ja Ve Ja,3:37,Parmish Verma,Ja Ve Ja - Single,Punjabi Pop,
Jaana (feat. Sharon Jassal),3:33,Karun & toorjo dey,Qabool Hai (Deluxe),Folk-Rock,
Jaane Kyun,4:38,Vishal & Shekhar & Vishal Dadlani,Dostana (Original Motion Picture Soundtrack),Bollywood,
Jaani Tera Naa,3:09,Sunanda Sharma,Jaani Tera Naa - Single,Indian,75
Jab Koi Baat Bigad Jaye,8:01,Kumar Sanu & Sadhana Sargam,Jurm (Original Motion Picture Soundtrack),Bollywood,7
Jadu Hai Nasha Hai,5:29,Shreya Ghoshal,Jism (Original Motion Picture Soundtrack),Bollywood,2
Jag Ghoomeya,4:42,Vishal & Shekhar & Rahat Fateh Ali Khan,Sultan (Original Motion Picture Soundtrack),Bollywood,5
Jag Soona Soona Lage,5:29,Rahat Fateh Ali Khan & Richa Sharma,Om Shanti Om (Original Motion Picture Soundtrack),Bollywood,
Jaguar,2:47,Muzical Doctorz Sukh-E,Laembadgini & Other Gaddi Hits,Indian Pop,7
"Jai Jai Shivshankar (From ""War"")",3:51,"Vishal Dadlani, Benny Dayal & Vishal & Shekhar","Jai Jai Shivshankar (From ""War"") - Single",Bollywood,2
Jail,3:51,Mankirt Aulakh,Mankirt Aulakh - Best Hits,Indian Pop,5
Jalebi Baby,3:09,Tesher,Jalebi Baby - Single,Hip-Hop/Rap,36
Jalebi Baby,2:49,Tesher & Jason Derulo,Jalebi Baby - Single,Hip-Hop/Rap,63
Janam Janam,3:58,"Pritam, Antara Mitra & Arijit Singh",Dilwale (Original Motion Picture Soundtrack),Bollywood,15
"Janam Janam (From ""Dilwale"")",3:58,"Pritam, Arijit Singh & Antara Mitra",Your's Truly Arijit,Bollywood,15
"Jannat (From ""Sufna"")",3:41,B. Praak,"Jannat (From ""Sufna"") - Single",Regional Indian,18
Jashn-E-Bahaaraa,5:15,A. R. Rahman & Javed Ali,Jodhaa Akbar (Original Motion Picture Soundtrack),Bollywood,
Jau Kahan,2:14,Karun & Gnrs,Qabool Hai (Deluxe),Alternative,1
The Jawaani Song,4:13,"Vishal-Shekhar, Vishal Dadlani, Payal Dev & Kishore Kumar",Student of the Year 2 (Original Motion Picture Soundtrack),Bollywood,2
Jee Karr Daa,3:19,Harrdy Sandhu,Jee Karr Daa - Single,Punjabi Pop,40
Jeena Jeena,3:49,Atif Aslam,Badlapur (Original Motion Picture Soundtrack),Bollywood,14
Jeene Laga Hoon,3:57,Atif Aslam & Shreya Ghoshal,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),Bollywood,1
Jeet,3:05,Ritviz,Ved - EP,Indian,1
Jhuk Na Paunga,4:24,Papon,Raid (Original Motion Picture Soundtrack),Bollywood,3
Jigsaw,3:29,Conan Gray,Jigsaw - Single,Pop,2
Jingle Bell (feat. Yo Yo Honey Singh),3:17,Hommie Dilliwala,Jingle Bell (feat. Yo Yo Honey Singh) - Single,Worldwide,13
Jiya,4:44,Arijit Singh,Gunday (Original Motion Picture Soundtrack),Bollywood,
Jiyein Kyun,4:25,Pritam & Papon,Dum Maaro Dum (Original Motion Picture Soundtrack),Bollywood,2
Jo Bhi Main,4:34,Mohit Chauhan,Rockstar (Original Motion Picture Soundtrack),Bollywood,1
Joona,3:09,Hasan Raheem & Abdullah Kasumbi,Joona - Single,Pop,21
Jordan,2:47,Complete,While We Wait,Hip-Hop/Rap,2
Joro,4:23,Wizkid,Joro - Single,Afrobeats,2
Judaai,4:33,Rekha Bhardwaj & Arijit Singh,Badlapur (Original Motion Picture Soundtrack),Bollywood,1
Jugni,3:12,Mika Singh,Tanu Weds Manu (Original Motion Picture Soundtrack),Bollywood,7
Jugraafiya,4:34,Udit Narayan & Shreya Ghoshal,Super 30 (Original Motion Picture Soundtrack),Bollywood,26
Juju on That Beat (TZ Anthem),2:24,Zay Hilfigerrr & Zayion McCall,Juju on That Beat (TZ Anthem) - Single,Hip-Hop,10
Jumme Ki Raat,4:34,Mika Singh & Palak Muchhal,Kick (Original Motion Picture Soundtrack),Bollywood,1
Jumpman,3:26,Drake & Future,What a Time To Be Alive,Hip-Hop/Rap,16
Jumpsuit,3:59,twenty one pilots,Trench,Alternative,4
Junoon,3:11,Mitraz,Junoon - Single,Regional Indian,
Just the Way You Are,3:41,Bruno Mars,Doo-Wops & Hooligans,Pop,7
Kaafizyada,2:44,Udbhav,Nanku Sharma,Pop,29
Kaash,3:40,Bilal Saeed,Kaash - Single,Indian Pop,
Kabhi Aar Kabhi Paar (Remix),4:42,Sona Mohapatra,"Baby Doll, Vol. 2 - EP",Indian Pop,11
Kabhi Jo Baadal Barse,4:14,Arijit Singh,Jackpot (Original Motion Picture Soundtrack),Bollywood,3
"Kabhi Jo Baadal Barse (From ""Jackpot)",4:14,Arijit Singh,Love Dose Arijit Singh,Bollywood,7
Kabhi Kabhi Aditi,3:39,Rashid Ali,Jaane Tu... Ya Jaane Na (Original Motion Picture Soundtrack),Bollywood,91
Kabira,3:43,"Pritam, Tochi Raina & Rekha Bhardwaj",Yeh Jawaani Hai Deewani (Original Motion Picture Soundtrack),Bollywood,4
Kadam,3:35,Prateek Kuhad,Karwaan (Original Motion Picture Soundtrack),Bollywood,2
Kahaani,3:31,Kanwar Aditya,Kahaani - Single,Folk,7
Kahaani (Intro),9:45,Karun & Lambo Drive,Qabool Hai (Deluxe),Alternative,1
Kahin To,5:03,Rashid Ali & Vasundhara Das,Jaane Tu... Ya Jaane Na (Original Motion Picture Soundtrack),Bollywood,63
Kaise Hua,3:55,Vishal Mishra,Kabir Singh (Original Motion Picture Soundtrack),Bollywood,31
Kajra Mohabbat Wala,2:59,Manjit Pandey,Kajra Mohabbat Wala - Single,Indian,
"Kal Ho Naa Ho (From ""Kal Ho Naa Ho"")",5:21,Sonu Nigam & Shankar-Ehsaan-Loy,Best of Me: Sonu Nigam,Bollywood,3
Kala Chashma,3:07,"Amar Arshi, Badshah, Neha Kakkar & Indeep Bakshi",Baar Baar Dekho (Original Motion Picture Soundtrack),Bollywood,2
Kalank (Title Track),5:11,Arijit Singh,Kalank (Original Motion Picture Soundtrack),Bollywood,32
Kamaal,2:57,Badshah & Uchana Amit,Kamaal - Single,Indian Pop,257
Kamariya,3:08,"Aastha Gill, Sachin Sanghvi, Jigar Saraiya & Divya Kumar",Stree (Original Motion Picture Soundtrack) - EP,Bollywood,49
Kamli,3:55,Sunidhi Chauhan,Dhoom : 3 (Original Motion Picture Soundtrack),Bollywood,
Kar Gayi Chull,3:08,"Badshah, Amaal Mallik, Fazilpuria, Sukriti Kakar & Neha Kakkar",Kapoor & Sons (Since 1921) [Original Motion Picture Soundtrack] - EP,Bollywood,
Kar Har Maidaan Fateh,5:12,Sukhwinder Singh & Shreya Ghoshal,Sanju (Original Motion Picture Soundtrack),Bollywood,
Kareja Kareja (feat. Aastha Gill),2:45,Badshah,Kareja Kareja (feat. Aastha Gill) - Single,Indian Pop,13
Kashmere,4:58,Kashmere Stage Band,Plays Originals,Jazz,
Kashmir Main Tu Kanyakumari,5:08,"Sunidhi Chauhan, Arijit Singh & Neeti Mohan",Chennai Express (Original Motion Picture Soundtrack),Bollywood,
Kati Jeher (feat. Ravish Khanna),3:11,Avi J,Kati Jeher (feat. Ravish Khanna) - Single,Pop,22
Katiya Karun,3:58,Harshdeep Kaur,Rockstar (Original Motion Picture Soundtrack),Bollywood,2
Kaun Nachdi,3:03,Guru Randhawa & Neeti Mohan,Sonu Ke Titu Ki Sweety (Original Motion Picture Soundtrack),Bollywood,14
Kaun Tujhe,4:01,Palak Muchhal,M.S. Dhoni: The Untold Story (Original Motion Picture Soundtrack),Bollywood,1
Keep Driving and Never Stop,0:43,Steven Price,"Baby Driver, Vol. 2: The Score for a Score",Soundtrack,
Kehdoon Tumhe (The Unwind Mix),3:51,Arnab Chakraborty & Akriti Kakar,Bollywood Unwind 2,Bollywood,1
Khaab,3:22,Akhil,Khaab - Single,Indian,51
Khabar Nahin,4:19,"Shreya Ghoshal, Vishal & Shekhar, Vishal Dadlani, Shafqat Amanat Ali & Raja Hasan",Dostana (Original Motion Picture Soundtrack),Bollywood,1
Khalibali,4:19,Shivam Pathak & Shail Hada,Padmaavat (Original Motion Picture Soundtrack),Bollywood,
Khamoshi,3:09,Ritviz & Karan Kanchan,Khamoshi - Single,Indian Pop,
Khamoshiyan,5:36,Jeet Gannguli & Arijit Singh,Khamoshiyan (Original Motion Picture Soundtrack),Bollywood,8
Khidki,4:07,Papon,Khidki - Single,Indian Pop,1
Khuda Bhi,5:00,Mohit Chauhan,Ek Paheli Leela (Original Motion Picture Soundtrack),Bollywood,7
Khulke Jeene Ka,4:07,"A. R. Rahman, Arijit Singh & Shashaa Tirupati",Dil Bechara (Original Motion Picture Soundtrack),Bollywood,
Khwaja Mere Khwaja,6:57,A.R. Rahman,Jodhaa Akbar (Original Motion Picture Soundtrack),Bollywood,
Killer Queen,3:01,Queen,The Platinum Collection,Rock,
Killer Track,0:10,Jon Hamm & Ansel Elgort,"Baby Driver, Vol. 2: The Score for a Score",Soundtrack,12
Kina Chir,3:36,The PropheC,The Lifestyle,Asia,
Kinaare,4:29,Karun & Raghav,Qabool Hai (Deluxe),R&B/Soul,15
King Kunta,3:55,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap,2
Kismet,2:52,WHOKILLEDXIX,19,Hip-Hop/Rap,2
Kiss Me More (feat. SZA),3:29,Doja Cat,Kiss Me More (feat. SZA) - Single,Pop,3
Kitne Bhi Tu Karle Sitam (The Unwind Mix),3:42,Sreerama Chandra,Bollywood Unwind 2,Bollywood,
Kiwi,2:56,Harry Styles,Harry Styles,Pop,
Know How,4:03,Young MC,Stone Cold Rhymin' (Deluxe Edition),Hip-Hop/Rap,1
Krvn,2:52,UZI,Kan,Hip-Hop/Rap,1
Kuch Kuch,2:49,Tony Kakkar,Kuch Kuch - Single,Indian Pop,96
Kuch Na Kaho (feat. Shirley Setia),3:56,SANAM,Kuch Na Kaho - Single (feat. Shirley Setia) - Single,Indian Pop,
Kudiyan Lahore Diyan,3:42,Harrdy Sandhu,Kudiyan Lahore Diyan - Single,Indian Pop,3
Kun Faya Kun,7:51,"A. R. Rahman, Javed Ali & Mohit Chauhan",Rockstar (Original Motion Picture Soundtrack),Bollywood,1
"Kurta Pajama (From ""Sangeetkaar"")",2:58,Tony Kakkar,"Kurta Pajama (From ""Sangeetkaar"") - Single",Indian Pop,
Kya Baat Ay,2:59,Harrdy Sandhu,Kya Baat Ay - Single,Indian Pop,155
Kya Mujhe Pyaar Hai,4:27,Pritam & KK,Woh Lamhe (Original Motion Picture Soundtrack),Bollywood,1
Kya Mujhe Pyaar Hai (LoFi Flip),3:40,Dj Vicky Belgaum,Kya Mujhe Pyaar Hai (LoFi Flip) - Single,Dance,
Kya Tum Naraaz Ho? (Raw),3:33,Tanmaya Bhatnagar,Kya Tum Naraaz Ho? (Raw) - Single,Alternative Folk,
Kyon,4:26,"Papon, Sunidhi Chauhan & Pritam",Barfi! (Original Motion Picture Soundtrack),Bollywood,5
Kyun Main Jaagoon,5:42,Shafqat Amanat Ali,Patiala House (Original Motion Picture Soundtrack),Bollywood,9
La La La,3:12,Neha Kakkar & Arjun Kanungo,La La La - Single,Indian Pop,114
Laal Bindi,3:23,Akull,Laal Bindi - Single,Indian Pop,213
Laal Ghaghra,4:29,"Neha Kakkar, Manj Musik & Herbie Sahara",Laal Ghaghra - Single,Bollywood,6
Labb Par Aaye,3:48,Shankar Ehsaan Loy & Javed Ali,Bandish Bandits (Original Motion Picture Soundtrack),Bollywood,192
The Labyrinth Song,4:09,Asaf Avidan,Gold Shadow,Alternative,12
Lae Dooba,3:50,Sunidhi Chauhan,Aiyaary (Original Motion Picture Soundtrack) - EP,Bollywood,10
Laembadgini,3:06,Diljit Dosanjh,Laembadgini - Single,Indian Pop,13
Lag Ja Gale,4:01,SANAM,Lag Ja Gale - Single,Indian Pop,1
Lag Ja Gale Se Phir,4:18,Lata Mangeshkar,Woh Kaun Thi? (Original Motion Picture Soundtrack),Bollywood,5
"Lagdi Lahore Di (From ""Street Dancer 3D"")",3:35,"Guru Randhawa, Tulsi Kumar, Sachin-Jigar & Vee","Lagdi Lahore Di (From ""Street Dancer 3D"") - Single",Bollywood,14
Lahore,3:17,Guru Randhawa & Vee,Lahore - Single,Indian Pop,78
Laila La ila,3:23,Amit Trivedi,Andhadhun (Original Motion Picture Soundtrack),Bollywood,1
Lalala,2:41,Y2K & bbno$,Lalala - Single,Hip-Hop/Rap,145
Lamberghini (feat. Ragini),3:37,The Doorbeen,Lamberghini - Single (feat. Ragini) - Single,Indian Pop,18
LAst dAy oN EaRTh,2:53,Tai Verdes,LAst dAy oN EaRTh - Single,Pop,22
Laung Da Lashkara,5:04,"Mahalakshmi Iyer, Hard Kaur & Jasbir Jassi",Patiala House (Original Motion Picture Soundtrack),Bollywood,6
Laung Laachi (Title Track),2:41,Mannat Noor,Laung Laachi (Original Motion Picture Soundtrack),Punjabi,37
Laxed (Siren Beat),3:22,Jawsh 685,Laxed (Siren Beat) - Single,Reggae,6
The Lazy Song,3:09,Bruno Mars,Doo-Wops & Hooligans (Deluxe Version),Pop,15
Leave The Door Open,4:02,"Bruno Mars, Anderson .Paak & Silk Sonic",An Evening With Silk Sonic,R&B/Soul,5
Lehanga,3:27,Desi Boys,Lehanga - Single,Hip-Hop/Rap,7
Leja Re,3:26,Dhvani Bhanushali,Leja Re - Single,Indian Pop,3
The Less I Know the Better,3:39,Tame Impala,Currents,Alternative,
Let Me Down Slowly,2:49,Alec Benjamin,Let Me Down Slowly - Single,Pop,14
Let Me Down Slowly (feat. Alessia Cara),2:49,Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara) - Single,Pop,4
Let Me Love You (feat. Justin Bieber),3:26,DJ Snake,Encore,Dance,4
Let The Eyes Talk,3:12,King,The Carnival,R&B/Soul,
Let's Crack It! - Student Anthem,2:35,Naezy,Let's Crack It! - Student Anthem - Single,Indian Pop,2
